Fecha;Tipo de Empleado;Departamento;Razon de Salida;Estado de Dedicacion;Nivel de Educacion;Ubicacion;Nivel de Antiguedad;Edad;Años en la Empresa;Salario Anual (USD);Horas Trabajadas por Semana;Tasa de Rotacion (%);Evaluacion de Desempeño (0-5);Tiempo de Capacitacion (horas)
18/12/2024;Desarrollador;Soporte;Despido;Bajo;Master;Sucursal 1;Junior;51;6;113599;40;2,3376;;
29/7/2024;Desarrollador;Desarrollo;Despido;Bajo;Licenciatura;Remoto;Junior;53;5;86899;47;6,1050;;
19/12/2024;Desarrollador;Operaciones;Renuncia;Promedio;Doctorado;Remoto;Senior;41;1;94643;48;1,9842;;
9/1/2024;UI/UX Designer;Recursos Humanos;Jubilacion;Promedio;Otros;Sucursal 1;Junior;65;9;44148;45;6,1818;;
15/8/2024;Gerente de Proyecto;Desarrollo;Condiciones Laborales;Bajo;Licenciatura;Oficina Principal;Junior;57;5;97488;37;8,6140;;
12/5/2024;Desarrollador;Ventas;Jubilacion;Bajo;Licenciatura;Oficina Principal;Semi Senior;65;8;33397;43;2,0581;;
7/5/2024;Ingeniero de Software;Operaciones;Renuncia;Promedio;Master;Oficina Principal;Director;26;5;34672;38;7,9026;;
29/10/2024;Gerente de Proyecto;Recursos Humanos;Condiciones Laborales;Promedio;Licenciatura;Oficina Principal;Lider;37;4;104246;40;1,7614;;
11/2/2024;Tester;Desarrollo;Renuncia;Alto;Master;Remoto;Senior;36;2;114382;43;2,6237;;
23/3/2024;Ingeniero de Software;Consultoria;Cambio de Sector;Promedio;Otros;Oficina Principal;Semi Senior;64;4;20646;48;9,8102;;
4/7/2024;Desarrollador;Soporte;Condiciones Laborales;Promedio;Doctorado;Sucursal 1;Semi Senior;54;10;66944;35;8,7246;;
7/6/2024;Desarrollador;Ventas;Jubilacion;Bajo;Otros;Sucursal 1;Junior;65;3;71516;40;1,8334;;
10/6/2024;Gerente de Proyecto;Marketing;Falta de Oportunidades;Bajo;Tecnico;Sucursal 1;Junior;44;10;16304;37;3,9688;;
2/11/2024;Gerente de Proyecto;Marketing;Falta de Oportunidades;Alto;Master;Sucursal 1;Junior;64;7;51068;47;9,4967;;
19/3/2024;Desarrollador;Consultoria;Cambio de Sector;Alto;Licenciatura;Oficina Principal;Semi Senior;65;3;117530;45;3,9995;;
16/7/2024;Tester;Marketing;Despido;Promedio;Master;Oficina Principal;Senior;43;9;77642;44;3,4090;;
16/3/2024;Desarrollador;Consultoria;Cambio de Sector;Alto;Master;Oficina Principal;Director;23;9;83057;44;7,9950;;
26/12/2024;Product Owner;Consultoria;Jubilacion;Promedio;Doctorado;Oficina Principal;Junior;65;1;67857;40;8,2964;;
20/1/2024;Ingeniero de Software;Consultoria;Renuncia;Alto;Doctorado;Remoto;Lider;27;3;82184;39;4,8759;;
30/4/2024;Analista de Datos;Desarrollo;Cambio de Sector;Alto;Tecnico;Remoto;Senior;52;6;22206;36;9,1101;;
6/5/2024;Ingeniero de Software;Marketing;Condiciones Laborales;Bajo;Otros;Oficina Principal;Senior;52;7;55809;41;1,9668;;
15/8/2024;Gerente de Proyecto;Marketing;Renuncia;Alto;Licenciatura;Oficina Principal;Junior;40;1;75857;40;6,1420;;
4/9/2024;Product Owner;Ventas;Falta de Oportunidades;Bajo;Licenciatura;Sucursal 1;Junior;47;1;26637;36;1,9656;;
25/6/2024;Gerente de Proyecto;Marketing;Falta de Oportunidades;Promedio;Master;Sucursal 1;Semi Senior;39;2;72056;43;6,5612;;
10/12/2024;Analista de Datos;Recursos Humanos;Jubilacion;Promedio;Licenciatura;Sucursal 1;Lider;65;7;110633;37;1,7542;;
26/12/2024;Desarrollador;Ventas;Condiciones Laborales;Promedio;Master;Remoto;Senior;46;7;98908;46;1,3063;;
22/9/2024;Analista de Datos;Marketing;Renuncia;Alto;Licenciatura;Remoto;Director;55;9;49217;47;7,3951;;
22/12/2024;UI/UX Designer;Consultoria;Cambio de Sector;Bajo;Tecnico;Oficina Principal;Director;64;9;39323;43;4,9008;;
23/9/2024;Desarrollador;Marketing;Jubilacion;Promedio;Otros;Oficina Principal;Senior;65;4;91788;38;3,8251;;
3/5/2024;Analista de Datos;Consultoria;Jubilacion;Promedio;Doctorado;Remoto;Senior;65;10;103788;42;4,9896;;
15/10/2024;Gerente de Proyecto;Recursos Humanos;Falta de Oportunidades;Alto;Otros;Remoto;Junior;28;6;47939;46;9,6529;;
6/12/2024;UI/UX Designer;Marketing;Condiciones Laborales;Bajo;Master;Sucursal 1;Director;23;6;23373;41;9,5680;;
17/3/2024;Gerente de Proyecto;Marketing;Cambio de Sector;Alto;Doctorado;Remoto;Semi Senior;44;1;56281;47;9,1203;;
20/4/2024;Ingeniero de Software;Recursos Humanos;Falta de Oportunidades;Promedio;Licenciatura;Oficina Principal;Semi Senior;39;3;69543;48;4,4642;;
14/5/2024;Product Owner;Consultoria;Renuncia;Bajo;Licenciatura;Remoto;Director;37;4;27572;37;6,7543;;
31/7/2024;Gerente de Proyecto;Marketing;Condiciones Laborales;Bajo;Tecnico;Sucursal 1;Junior;59;7;117697;38;1,3765;;
28/1/2024;Ingeniero de Software;Desarrollo;Condiciones Laborales;Promedio;Doctorado;Remoto;Director;63;6;34276;39;2,6533;;
18/2/2024;Analista de Datos;Ventas;Cambio de Sector;Alto;Licenciatura;Sucursal 1;Director;24;9;31774;48;1,0702;;
8/8/2024;Gerente de Proyecto;Operaciones;Despido;Alto;Licenciatura;Oficina Principal;Director;42;4;53443;35;3,5657;;
7/7/2024;Analista de Datos;Desarrollo;Cambio de Sector;Promedio;Master;Sucursal 1;Junior;32;4;73734;47;8,3608;;
1/12/2024;Analista de Datos;Ventas;Cambio de Sector;Promedio;Licenciatura;Sucursal 1;Junior;30;3;92039;45;2,4523;;
25/4/2024;Gerente de Proyecto;Operaciones;Renuncia;Promedio;Licenciatura;Oficina Principal;Senior;51;1;117822;41;9,9109;;
24/9/2024;Gerente de Proyecto;Recursos Humanos;Falta de Oportunidades;Alto;Master;Oficina Principal;Semi Senior;23;8;21167;44;7,9177;;
22/8/2024;Analista de Datos;Consultoria;Renuncia;Bajo;Master;Oficina Principal;Lider;59;1;86395;41;5,2588;;
6/3/2024;Desarrollador;Consultoria;Cambio de Sector;Bajo;Master;Oficina Principal;Junior;26;9;88486;47;4,9302;;
3/4/2024;UI/UX Designer;Ventas;Condiciones Laborales;Alto;Tecnico;Sucursal 1;Junior;34;2;58352;36;8,8772;;
17/7/2024;Ingeniero de Software;Consultoria;Cambio de Sector;Alto;Doctorado;Oficina Principal;Lider;62;3;104032;37;5,0026;;
15/12/2024;UI/UX Designer;Soporte;Falta de Oportunidades;Promedio;Doctorado;Sucursal 1;Lider;59;1;57657;38;2,2423;;
23/4/2024;Tester;Recursos Humanos;Renuncia;Alto;Tecnico;Oficina Principal;Semi Senior;58;9;15979;47;9,8583;;
14/12/2024;Desarrollador;Consultoria;Condiciones Laborales;Alto;Tecnico;Oficina Principal;Semi Senior;55;8;51543;35;2,3401;;
15/1/2024;Analista de Datos;Desarrollo;Jubilacion;Bajo;Otros;Remoto;Junior;65;8;66323;48;7,7723;;
26/11/2024;Desarrollador;Marketing;Renuncia;Alto;Doctorado;Remoto;Director;62;7;103330;35;6,3386;;
11/2/2024;Desarrollador;Soporte;Cambio de Sector;Bajo;Licenciatura;Sucursal 1;Senior;30;4;50362;41;3,3494;;
22/2/2024;Analista de Datos;Ventas;Jubilacion;Bajo;Licenciatura;Sucursal 1;Director;65;8;104392;37;2,9551;;
27/4/2024;UI/UX Designer;Desarrollo;Renuncia;Promedio;Licenciatura;Remoto;Senior;64;2;65025;40;4,6473;;
10/10/2024;Ingeniero de Software;Ventas;Renuncia;Bajo;Licenciatura;Oficina Principal;Director;50;10;30519;41;1,7094;;
23/10/2024;UI/UX Designer;Ventas;Renuncia;Promedio;Otros;Remoto;Junior;51;5;107374;43;2,2046;;
8/2/2024;Product Owner;Operaciones;Jubilacion;Bajo;Doctorado;Sucursal 1;Director;65;3;89498;36;9,6306;;
15/9/2024;Product Owner;Operaciones;Condiciones Laborales;Alto;Master;Sucursal 1;Junior;64;9;49383;38;7,6993;;
21/2/2024;Ingeniero de Software;Marketing;Cambio de Sector;Bajo;Master;Oficina Principal;Semi Senior;26;7;91321;46;6,9906;;
4/8/2024;Product Owner;Consultoria;Jubilacion;Promedio;Otros;Remoto;Senior;65;5;38293;39;6,6090;;
21/11/2024;Gerente de Proyecto;Recursos Humanos;Falta de Oportunidades;Alto;Doctorado;Sucursal 1;Senior;62;4;19500;45;3,6700;;
6/9/2024;Analista de Datos;Ventas;Condiciones Laborales;Alto;Otros;Sucursal 1;Junior;50;3;76153;36;3,6089;;
30/6/2024;Tester;Ventas;Despido;Promedio;Licenciatura;Sucursal 1;Senior;48;10;91821;40;3,3091;;
10/1/2024;Gerente de Proyecto;Soporte;Cambio de Sector;Alto;Doctorado;Oficina Principal;Senior;44;5;91754;41;7,6750;;
25/11/2024;Ingeniero de Software;Soporte;Renuncia;Alto;Otros;Remoto;Semi Senior;38;5;55477;39;1,1003;;
9/2/2024;Desarrollador;Consultoria;Renuncia;Promedio;Licenciatura;Oficina Principal;Lider;32;5;89826;44;2,4354;;
22/2/2024;Tester;Consultoria;Despido;Promedio;Tecnico;Remoto;Semi Senior;33;4;51494;46;5,6236;;
30/7/2024;Gerente de Proyecto;Soporte;Despido;Promedio;Otros;Sucursal 1;Junior;33;3;72617;46;7,4568;;
25/11/2024;Gerente de Proyecto;Recursos Humanos;Condiciones Laborales;Alto;Doctorado;Oficina Principal;Junior;60;4;119014;42;3,8543;;
1/6/2024;Tester;Soporte;Despido;Promedio;Doctorado;Remoto;Semi Senior;54;10;19001;39;5,2187;;
25/6/2024;Analista de Datos;Recursos Humanos;Cambio de Sector;Alto;Licenciatura;Oficina Principal;Lider;38;5;98519;38;4,3524;;
25/12/2024;UI/UX Designer;Ventas;Despido;Alto;Licenciatura;Oficina Principal;Senior;62;6;117251;39;3,1211;;
1/8/2024;Gerente de Proyecto;Operaciones;Renuncia;Alto;Master;Remoto;Director;61;10;117299;35;9,4875;;
3/12/2024;Tester;Marketing;Cambio de Sector;Alto;Otros;Oficina Principal;Semi Senior;25;4;39262;41;4,5692;;
23/1/2024;Desarrollador;Soporte;Cambio de Sector;Promedio;Licenciatura;Sucursal 1;Lider;33;6;89743;46;8,2228;;
7/2/2024;Product Owner;Operaciones;Cambio de Sector;Bajo;Tecnico;Remoto;Junior;39;1;95236;46;7,8283;;
21/2/2024;Gerente de Proyecto;Desarrollo;Renuncia;Promedio;Otros;Remoto;Senior;56;3;29653;41;1,8224;;
8/9/2024;UI/UX Designer;Recursos Humanos;Despido;Alto;Tecnico;Remoto;Semi Senior;43;7;91863;45;3,7485;;
12/2/2024;UI/UX Designer;Recursos Humanos;Renuncia;Alto;Doctorado;Sucursal 1;Director;31;4;29942;39;7,3037;;
21/11/2024;Ingeniero de Software;Operaciones;Cambio de Sector;Alto;Doctorado;Sucursal 1;Director;63;10;15366;35;3,5088;;
30/7/2024;Ingeniero de Software;Consultoria;Jubilacion;Promedio;Tecnico;Oficina Principal;Lider;65;3;71106;35;5,5179;;
20/6/2024;UI/UX Designer;Soporte;Condiciones Laborales;Promedio;Master;Oficina Principal;Director;34;3;26967;37;6,8192;;
19/8/2024;Gerente de Proyecto;Ventas;Falta de Oportunidades;Promedio;Doctorado;Oficina Principal;Semi Senior;43;10;45883;38;4,9086;;
2/12/2024;Ingeniero de Software;Consultoria;Renuncia;Promedio;Tecnico;Oficina Principal;Lider;54;10;66306;42;4,2498;;
14/4/2024;Ingeniero de Software;Consultoria;Renuncia;Alto;Doctorado;Sucursal 1;Director;48;3;57713;45;4,0385;;
14/9/2024;UI/UX Designer;Ventas;Despido;Promedio;Otros;Oficina Principal;Senior;52;5;103419;36;3,2955;;
26/9/2024;Gerente de Proyecto;Operaciones;Falta de Oportunidades;Bajo;Otros;Sucursal 1;Senior;27;5;97840;37;4,9157;;
1/10/2024;Ingeniero de Software;Desarrollo;Condiciones Laborales;Bajo;Master;Oficina Principal;Senior;35;2;115735;36;9,5723;;
3/1/2024;Product Owner;Recursos Humanos;Renuncia;Promedio;Tecnico;Oficina Principal;Semi Senior;26;6;26735;35;2,0517;;
7/10/2024;UI/UX Designer;Ventas;Renuncia;Promedio;Otros;Oficina Principal;Lider;44;6;90199;36;3,0693;;
4/1/2024;Analista de Datos;Recursos Humanos;Cambio de Sector;Alto;Licenciatura;Remoto;Semi Senior;63;10;41962;36;9,9685;;
26/7/2024;Product Owner;Consultoria;Despido;Bajo;Master;Remoto;Semi Senior;35;5;44016;47;1,6346;;
28/6/2024;Analista de Datos;Consultoria;Despido;Bajo;Otros;Oficina Principal;Lider;55;1;110155;46;1,6595;;
3/11/2024;Analista de Datos;Recursos Humanos;Despido;Alto;Otros;Remoto;Senior;25;7;52715;44;6,3778;;
5/11/2024;Analista de Datos;Soporte;Cambio de Sector;Alto;Otros;Remoto;Semi Senior;61;8;73373;45;7,7328;;
16/1/2024;Product Owner;Desarrollo;Cambio de Sector;Bajo;Licenciatura;Remoto;Junior;63;1;50882;45;4,6559;;
6/9/2024;Desarrollador;Desarrollo;Falta de Oportunidades;Alto;Otros;Sucursal 1;Semi Senior;42;9;22067;38;1,5919;;
5/3/2024;Desarrollador;Recursos Humanos;Renuncia;Bajo;Licenciatura;Remoto;Senior;51;7;84353;36;3,6111;;
13/1/2024;Desarrollador;Recursos Humanos;Jubilacion;Alto;Otros;Sucursal 1;Lider;65;8;112900;42;9,9960;;
17/7/2024;Desarrollador;Soporte;Renuncia;Alto;Licenciatura;Oficina Principal;Director;43;3;27135;40;1,6535;;
8/9/2024;Tester;Recursos Humanos;Despido;Promedio;Tecnico;Sucursal 1;Junior;34;6;20525;37;5,6366;;
26/4/2024;Tester;Desarrollo;Despido;Bajo;Tecnico;Remoto;Senior;56;3;37234;41;3,7148;;
27/2/2024;UI/UX Designer;Recursos Humanos;Despido;Bajo;Tecnico;Sucursal 1;Semi Senior;38;2;101088;45;1,5175;;
5/4/2024;Ingeniero de Software;Marketing;Despido;Alto;Tecnico;Sucursal 1;Semi Senior;36;8;113695;37;8,3279;;
11/11/2024;Ingeniero de Software;Ventas;Cambio de Sector;Promedio;Doctorado;Sucursal 1;Junior;36;4;109607;37;6,4548;;
3/6/2024;Desarrollador;Recursos Humanos;Renuncia;Alto;Otros;Oficina Principal;Lider;39;8;115145;44;2,5764;;
18/3/2024;Analista de Datos;Consultoria;Jubilacion;Alto;Tecnico;Remoto;Senior;65;2;91490;46;5,9503;;
15/6/2024;Analista de Datos;Ventas;Falta de Oportunidades;Alto;Otros;Oficina Principal;Junior;44;5;57464;46;8,5031;;
6/9/2024;Product Owner;Marketing;Condiciones Laborales;Bajo;Tecnico;Remoto;Director;23;4;87538;37;3,8627;;
12/1/2024;Product Owner;Operaciones;Cambio de Sector;Bajo;Licenciatura;Sucursal 1;Junior;38;3;35913;35;6,3575;;
8/1/2024;Tester;Soporte;Despido;Promedio;Tecnico;Sucursal 1;Lider;60;5;108628;42;7,3023;;
26/12/2024;Tester;Desarrollo;Falta de Oportunidades;Alto;Master;Remoto;Semi Senior;26;2;75865;39;2,4656;;
4/4/2024;Tester;Marketing;Renuncia;Bajo;Otros;Oficina Principal;Lider;37;9;77039;42;5,3668;;
7/3/2024;Analista de Datos;Marketing;Jubilacion;Alto;Tecnico;Sucursal 1;Junior;65;5;89664;39;3,7675;;
17/11/2024;UI/UX Designer;Consultoria;Despido;Bajo;Master;Remoto;Lider;43;9;40897;42;6,4436;;
8/2/2024;Desarrollador;Operaciones;Despido;Bajo;Licenciatura;Oficina Principal;Senior;53;2;15952;39;6,9336;;
21/6/2024;UI/UX Designer;Operaciones;Despido;Bajo;Doctorado;Sucursal 1;Lider;34;6;57526;37;6,4651;;
17/8/2024;Analista de Datos;Desarrollo;Condiciones Laborales;Alto;Licenciatura;Remoto;Senior;46;9;108653;36;2,7214;;
26/7/2024;UI/UX Designer;Ventas;Jubilacion;Alto;Otros;Remoto;Director;65;4;110170;35;1,8757;;
25/6/2024;Desarrollador;Recursos Humanos;Jubilacion;Bajo;Tecnico;Sucursal 1;Junior;65;4;60994;46;7,3979;;
19/11/2024;UI/UX Designer;Recursos Humanos;Falta de Oportunidades;Alto;Master;Remoto;Lider;32;8;16026;45;9,6846;;
12/9/2024;UI/UX Designer;Consultoria;Jubilacion;Promedio;Licenciatura;Sucursal 1;Semi Senior;65;4;63498;48;4,6970;;
30/4/2024;UI/UX Designer;Marketing;Renuncia;Alto;Otros;Oficina Principal;Senior;29;5;47825;45;5,3439;;
17/6/2024;Analista de Datos;Recursos Humanos;Cambio de Sector;Alto;Licenciatura;Sucursal 1;Semi Senior;56;3;92612;38;8,4438;;
30/8/2024;Tester;Operaciones;Cambio de Sector;Bajo;Licenciatura;Oficina Principal;Senior;64;4;45996;44;2,8346;;
22/4/2024;Product Owner;Soporte;Falta de Oportunidades;Promedio;Licenciatura;Oficina Principal;Junior;53;6;15264;40;8,4313;;
12/11/2024;Gerente de Proyecto;Recursos Humanos;Falta de Oportunidades;Alto;Licenciatura;Oficina Principal;Semi Senior;64;9;49889;44;9,9433;;
3/1/2024;Product Owner;Consultoria;Condiciones Laborales;Alto;Licenciatura;Remoto;Semi Senior;42;5;115304;41;9,3868;;
15/6/2024;Desarrollador;Operaciones;Renuncia;Promedio;Otros;Remoto;Lider;32;10;116267;37;8,7907;;
5/5/2024;Analista de Datos;Soporte;Renuncia;Alto;Master;Sucursal 1;Junior;34;1;107717;38;2,7482;;
28/5/2024;Analista de Datos;Ventas;Falta de Oportunidades;Promedio;Tecnico;Sucursal 1;Lider;28;3;79547;46;9,4120;;
29/3/2024;Gerente de Proyecto;Ventas;Cambio de Sector;Bajo;Otros;Remoto;Lider;53;4;19534;35;6,7509;;
2/6/2024;Tester;Ventas;Falta de Oportunidades;Bajo;Tecnico;Sucursal 1;Director;27;9;80275;45;4,5063;;
9/7/2024;Tester;Ventas;Renuncia;Promedio;Tecnico;Oficina Principal;Lider;48;7;81941;38;8,0691;;
11/8/2024;Tester;Operaciones;Despido;Promedio;Master;Remoto;Lider;46;6;57831;47;3,7935;;
17/5/2024;Tester;Marketing;Falta de Oportunidades;Promedio;Master;Remoto;Junior;30;7;16242;40;1,5056;;
3/7/2024;Analista de Datos;Ventas;Renuncia;Alto;Tecnico;Remoto;Director;60;7;93562;36;3,0320;;
2/9/2024;UI/UX Designer;Consultoria;Renuncia;Bajo;Otros;Remoto;Senior;30;4;59689;42;7,8494;;
9/2/2024;UI/UX Designer;Recursos Humanos;Despido;Promedio;Tecnico;Sucursal 1;Junior;60;5;80305;37;7,3490;;
6/5/2024;Analista de Datos;Recursos Humanos;Falta de Oportunidades;Promedio;Doctorado;Oficina Principal;Semi Senior;48;2;71553;38;1,1914;;
4/11/2024;Tester;Ventas;Cambio de Sector;Bajo;Otros;Sucursal 1;Junior;25;2;28570;39;3,9444;;
3/4/2024;Desarrollador;Recursos Humanos;Falta de Oportunidades;Bajo;Licenciatura;Oficina Principal;Semi Senior;43;5;59118;46;2,0280;;
21/10/2024;Analista de Datos;Marketing;Falta de Oportunidades;Bajo;Licenciatura;Sucursal 1;Director;42;2;115952;48;9,8360;;
3/11/2024;Product Owner;Marketing;Condiciones Laborales;Alto;Tecnico;Oficina Principal;Director;30;3;47928;48;6,0912;;
3/5/2024;Ingeniero de Software;Ventas;Condiciones Laborales;Bajo;Otros;Oficina Principal;Senior;37;2;28326;37;4,0271;;
25/7/2024;Tester;Soporte;Cambio de Sector;Bajo;Doctorado;Sucursal 1;Semi Senior;54;4;110334;37;5,8640;;
17/9/2024;Desarrollador;Desarrollo;Despido;Bajo;Doctorado;Remoto;Junior;57;4;68089;45;3,1205;;
2/5/2024;Ingeniero de Software;Consultoria;Falta de Oportunidades;Promedio;Doctorado;Remoto;Lider;58;8;101155;41;1,8792;;
15/1/2024;Tester;Marketing;Condiciones Laborales;Alto;Tecnico;Sucursal 1;Lider;41;1;83744;37;7,8212;;
11/9/2024;Desarrollador;Recursos Humanos;Cambio de Sector;Bajo;Master;Sucursal 1;Semi Senior;53;3;108854;47;5,9822;;
16/2/2024;Desarrollador;Marketing;Renuncia;Bajo;Doctorado;Remoto;Senior;33;2;75995;47;6,3489;;
30/3/2024;Ingeniero de Software;Operaciones;Jubilacion;Bajo;Licenciatura;Oficina Principal;Director;65;9;80167;41;8,1379;;
5/4/2024;UI/UX Designer;Recursos Humanos;Despido;Alto;Master;Oficina Principal;Semi Senior;43;5;52741;40;4,3253;;
29/1/2024;Gerente de Proyecto;Operaciones;Renuncia;Alto;Tecnico;Sucursal 1;Senior;27;1;98574;43;8,9255;;
15/11/2024;Product Owner;Consultoria;Condiciones Laborales;Bajo;Doctorado;Remoto;Semi Senior;51;10;110640;38;1,3040;;
20/11/2024;Analista de Datos;Recursos Humanos;Condiciones Laborales;Alto;Doctorado;Remoto;Junior;60;3;79236;43;9,8934;;
3/4/2024;Ingeniero de Software;Consultoria;Cambio de Sector;Bajo;Master;Remoto;Director;30;4;104367;42;8,4637;;
17/2/2024;UI/UX Designer;Marketing;Cambio de Sector;Bajo;Otros;Sucursal 1;Senior;52;4;52491;37;1,3934;;
7/12/2024;Desarrollador;Marketing;Jubilacion;Bajo;Tecnico;Sucursal 1;Junior;65;2;78232;41;3,2643;;
4/10/2024;Analista de Datos;Consultoria;Cambio de Sector;Bajo;Licenciatura;Sucursal 1;Director;60;5;98733;41;3,2943;;
28/11/2024;Tester;Marketing;Renuncia;Alto;Tecnico;Sucursal 1;Lider;52;8;103265;45;2,8167;;
15/8/2024;Analista de Datos;Soporte;Jubilacion;Bajo;Master;Remoto;Semi Senior;65;4;100835;48;2,3149;;
13/8/2024;Desarrollador;Desarrollo;Cambio de Sector;Alto;Licenciatura;Oficina Principal;Senior;34;1;70896;38;4,0072;;
11/3/2024;Gerente de Proyecto;Ventas;Renuncia;Promedio;Doctorado;Remoto;Junior;40;2;43189;40;4,1571;;
17/10/2024;Analista de Datos;Marketing;Renuncia;Alto;Tecnico;Remoto;Director;46;6;86771;39;9,6266;;
1/2/2024;UI/UX Designer;Consultoria;Jubilacion;Bajo;Licenciatura;Sucursal 1;Semi Senior;65;4;30132;45;5,2323;;
28/7/2024;Ingeniero de Software;Soporte;Condiciones Laborales;Promedio;Master;Remoto;Senior;33;7;66455;48;4,1037;;
10/4/2024;Ingeniero de Software;Recursos Humanos;Jubilacion;Alto;Tecnico;Sucursal 1;Senior;65;1;83269;39;8,2843;;
29/1/2024;Analista de Datos;Marketing;Jubilacion;Alto;Doctorado;Oficina Principal;Director;65;10;59768;46;7,3961;;
7/4/2024;Gerente de Proyecto;Soporte;Falta de Oportunidades;Alto;Licenciatura;Oficina Principal;Junior;54;2;37096;39;1,9527;;
26/7/2024;Product Owner;Operaciones;Cambio de Sector;Alto;Licenciatura;Sucursal 1;Lider;30;6;115297;36;3,9749;;
18/8/2024;Tester;Ventas;Condiciones Laborales;Bajo;Licenciatura;Remoto;Junior;48;8;109399;35;1,2183;;
14/4/2024;Gerente de Proyecto;Recursos Humanos;Jubilacion;Bajo;Tecnico;Sucursal 1;Junior;65;7;16453;43;6,0823;;
16/10/2024;UI/UX Designer;Desarrollo;Jubilacion;Bajo;Master;Remoto;Director;65;7;64871;43;8,3835;;
30/11/2024;Gerente de Proyecto;Ventas;Renuncia;Promedio;Otros;Oficina Principal;Director;47;9;84918;38;7,5089;;
10/10/2024;Product Owner;Desarrollo;Falta de Oportunidades;Promedio;Master;Oficina Principal;Director;29;6;77281;39;1,1802;;
5/6/2024;Ingeniero de Software;Marketing;Renuncia;Bajo;Doctorado;Sucursal 1;Semi Senior;31;6;28807;41;3,8109;;
26/4/2024;Tester;Consultoria;Renuncia;Promedio;Master;Sucursal 1;Senior;47;5;41856;35;3,3658;;
11/2/2024;Ingeniero de Software;Ventas;Renuncia;Alto;Master;Sucursal 1;Senior;40;3;35885;40;4,3121;;
12/7/2024;Tester;Desarrollo;Cambio de Sector;Bajo;Doctorado;Sucursal 1;Senior;46;10;46423;48;7,8982;;
21/7/2024;UI/UX Designer;Desarrollo;Jubilacion;Promedio;Master;Oficina Principal;Semi Senior;65;4;38602;41;5,9466;;
22/8/2024;Product Owner;Soporte;Renuncia;Bajo;Tecnico;Sucursal 1;Semi Senior;53;4;76829;46;7,1366;;
1/12/2024;Ingeniero de Software;Marketing;Condiciones Laborales;Promedio;Master;Sucursal 1;Semi Senior;51;4;86565;40;2,2877;;
7/2/2024;Analista de Datos;Ventas;Renuncia;Promedio;Tecnico;Oficina Principal;Director;63;10;84471;39;1,7073;;
19/3/2024;Analista de Datos;Operaciones;Despido;Promedio;Doctorado;Sucursal 1;Lider;54;5;79719;44;8,0147;;
29/5/2024;UI/UX Designer;Operaciones;Cambio de Sector;Alto;Licenciatura;Sucursal 1;Lider;47;2;37837;48;4,3683;;
11/6/2024;Product Owner;Operaciones;Despido;Promedio;Doctorado;Sucursal 1;Lider;36;2;75540;44;4,5991;;
21/12/2024;Ingeniero de Software;Marketing;Renuncia;Bajo;Licenciatura;Oficina Principal;Senior;27;6;96596;40;9,9978;;
27/3/2024;Ingeniero de Software;Soporte;Cambio de Sector;Bajo;Doctorado;Remoto;Lider;34;9;62770;36;5,4343;;
29/2/2024;Desarrollador;Marketing;Falta de Oportunidades;Promedio;Tecnico;Sucursal 1;Semi Senior;61;9;36484;46;4,5257;;
6/11/2024;Ingeniero de Software;Consultoria;Jubilacion;Bajo;Licenciatura;Sucursal 1;Junior;65;4;77060;44;8,9454;;
6/9/2024;UI/UX Designer;Marketing;Condiciones Laborales;Alto;Licenciatura;Sucursal 1;Director;29;5;113954;35;6,8105;;
11/9/2024;Analista de Datos;Consultoria;Jubilacion;Alto;Otros;Remoto;Junior;65;8;106641;48;8,5302;;
31/12/2024;UI/UX Designer;Operaciones;Jubilacion;Bajo;Tecnico;Sucursal 1;Semi Senior;65;2;44931;35;3,0857;;
