Fecha,Tipo de Consulta,Segmento de Cliente,Canal de Comunicacion,Empleado Responsable,Ubicacion,Estado del Ticket,Nivel de Satisfaccion,Numero de Consultas,Tiempo de Resolucion (minutos),Numero de Seguimientos,Numero de Tickets Abiertos,Numero de Tickets Cerrados,Porcentaje de Resolucion al Primer Contacto,Numero de Escalaciones
6/4/2024,Problema de Producto,Mayorista,Formulario Web,EMP0019,Oficina en Linea,Cerrado,Insatisfecho,14,87,2,2,1,60.82,2
24/2/2024,Soporte Tecnico,Empresa,Telefono,EMP0008,Sucursal A,En Progreso,Insatisfecho,14,46,4,3,11,89.61,1
20/12/2024,Problema de Producto,Empresa,Chat en Linea,EMP0004,Sucursal A,Cerrado,Insatisfecho,9,57,3,9,3,54.30,2
23/5/2024,Informacion de Promociones,Empresa,Formulario Web,EMP0015,Oficina en Linea,Abierto,Muy Satisfecho,6,37,0,1,1,52.05,2
11/3/2024,Consulta de Garantia,Individual,Telefono,EMP0005,Sucursal B,Cerrado,Neutral,5,39,4,9,1,48.41,1
17/2/2024,Solicitud de Devolucion,Individual,Telefono,EMP0017,Sucursal A,Abierto,Neutral,14,92,3,5,6,81.69,1
4/3/2024,Reclamacion de Envio,Individual,Redes Sociales,EMP0019,Sucursal B,Cerrado,Insatisfecho,8,100,1,0,10,91.21,0
23/12/2024,Consulta de Facturacion,Mayorista,Formulario Web,EMP0018,Oficina Principal,Cerrado,Satisfecho,12,94,1,6,2,89.47,0
14/2/2024,Informacion de Promociones,Mayorista,Chat en Linea,EMP0003,Sucursal B,Cerrado,Muy Satisfecho,16,121,1,9,0,66.14,1
17/4/2024,Problema de Producto,Mayorista,Chat en Linea,EMP0017,Sucursal A,Cerrado,Neutral,12,40,0,9,0,71.10,2
25/9/2024,Problema de Producto,Distribuidor,Telefono,EMP0018,Sucursal A,Cerrado,Satisfecho,1,46,3,6,6,89.72,0
26/1/2024,Reclamacion de Envio,Distribuidor,Telefono,EMP0004,Oficina Principal,En Progreso,Satisfecho,10,68,4,3,10,48.93,2
30/8/2024,Problema de Producto,Distribuidor,Chat en Linea,EMP0003,Sucursal A,Pendiente,Neutral,8,116,1,2,7,51.29,0
9/11/2024,Solicitud de Devolucion,Empresa,Chat en Linea,EMP0015,Sucursal B,Pendiente,Insatisfecho,16,11,3,3,4,93.88,2
10/8/2024,Soporte Tecnico,Mayorista,Telefono,EMP0012,Sucursal A,En Progreso,Satisfecho,18,39,0,0,4,47.55,0
14/5/2024,Solicitud de Devolucion,Individual,Formulario Web,EMP0003,Oficina Principal,Cerrado,Insatisfecho,19,12,4,1,11,57.94,2
21/11/2024,Consulta de Garantia,Distribuidor,Correo Electronico,EMP0018,Sucursal A,Abierto,Muy Satisfecho,19,36,1,9,15,45.42,2
20/4/2024,Problema de Producto,Mayorista,Correo Electronico,EMP0018,Sucursal B,Cerrado,Muy Insatisfecho,3,73,4,7,14,69.14,1
5/12/2024,Problema de Producto,Mayorista,Chat en Linea,EMP0002,Sucursal A,En Progreso,Satisfecho,1,59,1,3,11,72.22,1
7/5/2024,Soporte Tecnico,Distribuidor,Redes Sociales,EMP0017,Oficina en Linea,Abierto,Muy Satisfecho,5,123,1,7,5,79.15,0
12/6/2024,Soporte Tecnico,Empresa,Chat en Linea,EMP0018,Oficina Principal,Abierto,Neutral,13,99,3,10,2,40.86,2
11/9/2024,Solicitud de Devolucion,Empresa,Correo Electronico,EMP0019,Oficina Principal,Cerrado,Insatisfecho,10,29,3,9,2,51.33,2
18/2/2024,Problema de Producto,Empresa,Telefono,EMP0012,Oficina en Linea,Abierto,Muy Insatisfecho,8,1,3,1,4,44.28,1
13/8/2024,Consulta de Facturacion,Distribuidor,Correo Electronico,EMP0018,Oficina Principal,Abierto,Satisfecho,12,78,0,4,3,91.89,2
18/5/2024,Reclamacion de Envio,Empresa,Correo Electronico,EMP0010,Oficina Principal,Abierto,Muy Satisfecho,6,85,4,5,3,69.03,1
30/8/2024,Informacion de Promociones,Empresa,Telefono,EMP0008,Sucursal A,En Progreso,Satisfecho,20,96,1,8,1,89.36,0
31/1/2024,Consulta de Facturacion,Distribuidor,Formulario Web,EMP0008,Sucursal A,En Progreso,Neutral,14,67,1,10,1,57.31,2
2/11/2024,Consulta de Garantia,Distribuidor,Redes Sociales,EMP0011,Oficina en Linea,Pendiente,Muy Insatisfecho,14,11,3,1,7,60.12,1
5/5/2024,Informacion de Promociones,Distribuidor,Chat en Linea,EMP0015,Oficina Principal,Abierto,Muy Insatisfecho,1,61,2,7,9,58.12,0
8/7/2024,Reclamacion de Envio,Empresa,Formulario Web,EMP0007,Sucursal A,Abierto,Insatisfecho,11,122,2,2,15,69.55,0
23/6/2024,Solicitud de Devolucion,Empresa,Chat en Linea,EMP0009,Sucursal B,Abierto,Satisfecho,19,28,2,0,1,73.88,2
11/2/2024,Reclamacion de Envio,Empresa,Correo Electronico,EMP0018,Oficina en Linea,Pendiente,Muy Satisfecho,5,64,3,8,9,74.80,2
14/4/2024,Informacion de Promociones,Individual,Telefono,EMP0010,Sucursal B,Pendiente,Insatisfecho,13,44,1,1,6,70.80,1
4/5/2024,Consulta de Facturacion,Distribuidor,Redes Sociales,EMP0007,Sucursal A,En Progreso,Insatisfecho,16,99,2,2,8,72.51,2
6/10/2024,Reclamacion de Envio,Empresa,Telefono,EMP0010,Oficina Principal,Pendiente,Muy Satisfecho,20,12,4,3,6,56.34,2
24/1/2024,Soporte Tecnico,Individual,Redes Sociales,EMP0001,Sucursal B,Pendiente,Muy Insatisfecho,19,50,0,4,6,87.29,2
15/11/2024,Problema de Producto,Empresa,Redes Sociales,EMP0004,Sucursal B,Abierto,Neutral,19,55,0,6,6,91.84,1
6/11/2024,Consulta de Garantia,Individual,Formulario Web,EMP0004,Sucursal B,Pendiente,Neutral,12,134,1,9,6,56.44,0
2/6/2024,Problema de Producto,Distribuidor,Redes Sociales,EMP0009,Oficina en Linea,Pendiente,Muy Satisfecho,7,28,0,5,2,51.24,1
18/3/2024,Problema de Producto,Mayorista,Formulario Web,EMP0014,Sucursal A,Abierto,Muy Insatisfecho,5,83,2,8,4,73.54,0
3/5/2024,Soporte Tecnico,Empresa,Correo Electronico,EMP0005,Sucursal B,En Progreso,Neutral,11,85,4,3,11,58.29,1
4/8/2024,Solicitud de Devolucion,Mayorista,Correo Electronico,EMP0001,Sucursal B,En Progreso,Muy Satisfecho,12,59,1,6,1,87.98,1
3/11/2024,Reclamacion de Envio,Distribuidor,Telefono,EMP0007,Sucursal B,Cerrado,Muy Satisfecho,8,81,4,6,1,59.87,2
20/7/2024,Soporte Tecnico,Distribuidor,Redes Sociales,EMP0007,Oficina Principal,En Progreso,Muy Satisfecho,13,75,3,5,14,55.85,2
31/1/2024,Consulta de Facturacion,Empresa,Telefono,EMP0006,Oficina Principal,Abierto,Muy Insatisfecho,8,81,0,0,14,66.35,2
7/12/2024,Soporte Tecnico,Empresa,Correo Electronico,EMP0005,Oficina en Linea,Abierto,Insatisfecho,9,2,4,8,14,46.19,2
11/2/2024,Informacion de Promociones,Mayorista,Redes Sociales,EMP0004,Oficina en Linea,Pendiente,Satisfecho,6,60,1,7,6,78.63,1
27/10/2024,Problema de Producto,Distribuidor,Chat en Linea,EMP0003,Sucursal A,En Progreso,Insatisfecho,8,123,2,8,7,90.36,2
4/12/2024,Informacion de Promociones,Individual,Correo Electronico,EMP0005,Oficina Principal,Abierto,Satisfecho,11,12,1,5,13,64.94,0
5/10/2024,Problema de Producto,Individual,Redes Sociales,EMP0013,Oficina en Linea,Pendiente,Muy Insatisfecho,6,37,2,0,1,93.43,0
16/8/2024,Consulta de Facturacion,Mayorista,Redes Sociales,EMP0017,Sucursal B,Abierto,Satisfecho,5,53,1,1,13,95.05,1
21/8/2024,Reclamacion de Envio,Mayorista,Redes Sociales,EMP0014,Sucursal B,Cerrado,Muy Satisfecho,13,113,1,7,13,46.54,1
9/3/2024,Problema de Producto,Empresa,Redes Sociales,EMP0015,Oficina en Linea,Abierto,Neutral,2,73,4,5,9,79.12,2
7/3/2024,Soporte Tecnico,Distribuidor,Correo Electronico,EMP0017,Oficina en Linea,En Progreso,Muy Satisfecho,12,134,2,5,2,91.25,2
6/11/2024,Reclamacion de Envio,Individual,Telefono,EMP0002,Oficina Principal,Pendiente,Neutral,12,84,0,4,8,96.74,2
5/5/2024,Soporte Tecnico,Distribuidor,Redes Sociales,EMP0003,Sucursal A,Abierto,Insatisfecho,6,84,3,1,10,67.04,0
4/6/2024,Soporte Tecnico,Individual,Formulario Web,EMP0001,Oficina en Linea,En Progreso,Muy Insatisfecho,3,78,1,2,6,99.74,1
13/11/2024,Solicitud de Devolucion,Distribuidor,Correo Electronico,EMP0003,Sucursal A,Pendiente,Neutral,5,119,3,5,11,78.23,2
11/4/2024,Problema de Producto,Individual,Formulario Web,EMP0017,Oficina en Linea,Pendiente,Neutral,5,3,2,6,9,80.69,2
5/9/2024,Consulta de Facturacion,Distribuidor,Correo Electronico,EMP0003,Oficina en Linea,Pendiente,Insatisfecho,7,69,4,3,4,49.63,1
14/3/2024,Informacion de Promociones,Distribuidor,Correo Electronico,EMP0006,Sucursal A,Abierto,Muy Satisfecho,1,89,2,10,5,98.14,1
2/12/2024,Informacion de Promociones,Empresa,Telefono,EMP0010,Sucursal A,Abierto,Insatisfecho,10,92,2,0,5,60.81,0
19/7/2024,Informacion de Promociones,Individual,Correo Electronico,EMP0002,Sucursal B,Abierto,Muy Insatisfecho,13,93,3,5,8,42.74,1
11/11/2024,Problema de Producto,Distribuidor,Telefono,EMP0014,Sucursal B,Cerrado,Insatisfecho,15,53,1,4,6,79.79,1
30/8/2024,Reclamacion de Envio,Empresa,Telefono,EMP0001,Sucursal A,En Progreso,Satisfecho,1,60,2,5,3,60.68,2
11/7/2024,Reclamacion de Envio,Mayorista,Redes Sociales,EMP0014,Oficina Principal,Pendiente,Satisfecho,5,12,0,6,13,70.88,0
1/7/2024,Consulta de Garantia,Individual,Correo Electronico,EMP0010,Oficina Principal,Cerrado,Insatisfecho,8,82,0,7,3,85.88,0
5/5/2024,Solicitud de Devolucion,Distribuidor,Correo Electronico,EMP0004,Sucursal A,Abierto,Muy Satisfecho,5,125,4,6,5,82.90,2
17/12/2024,Soporte Tecnico,Individual,Redes Sociales,EMP0001,Oficina Principal,Abierto,Muy Satisfecho,17,113,1,8,6,89.31,0
14/10/2024,Reclamacion de Envio,Empresa,Formulario Web,EMP0015,Sucursal B,Pendiente,Muy Satisfecho,11,79,3,8,5,94.50,2
5/4/2024,Informacion de Promociones,Distribuidor,Formulario Web,EMP0003,Sucursal B,Abierto,Muy Satisfecho,19,41,0,1,3,90.07,1
20/12/2024,Informacion de Promociones,Mayorista,Telefono,EMP0015,Sucursal A,En Progreso,Satisfecho,9,118,0,2,2,55.39,0
9/9/2024,Consulta de Garantia,Mayorista,Correo Electronico,EMP0008,Oficina Principal,Pendiente,Muy Satisfecho,7,64,1,6,15,83.42,1
4/2/2024,Informacion de Promociones,Empresa,Telefono,EMP0005,Oficina Principal,Abierto,Neutral,5,61,4,1,0,64.54,0
7/10/2024,Reclamacion de Envio,Individual,Formulario Web,EMP0009,Oficina en Linea,Abierto,Insatisfecho,11,113,2,2,7,51.93,0
27/7/2024,Consulta de Garantia,Empresa,Telefono,EMP0006,Oficina en Linea,En Progreso,Muy Satisfecho,5,31,0,9,1,57.55,1
27/1/2024,Problema de Producto,Mayorista,Correo Electronico,EMP0010,Sucursal B,Pendiente,Neutral,17,12,1,3,11,53.27,0
7/6/2024,Informacion de Promociones,Empresa,Correo Electronico,EMP0008,Oficina Principal,Cerrado,Neutral,13,108,0,2,7,79.37,1
19/8/2024,Consulta de Garantia,Mayorista,Formulario Web,EMP0003,Sucursal B,Cerrado,Insatisfecho,7,123,4,6,2,86.28,1
10/10/2024,Informacion de Promociones,Empresa,Correo Electronico,EMP0001,Oficina en Linea,En Progreso,Muy Satisfecho,12,25,0,10,7,47.58,1
17/5/2024,Consulta de Garantia,Mayorista,Formulario Web,EMP0013,Sucursal A,Abierto,Muy Satisfecho,1,104,4,1,9,40.93,0
1/3/2024,Consulta de Facturacion,Distribuidor,Formulario Web,EMP0010,Oficina Principal,Cerrado,Satisfecho,16,55,0,5,11,93.10,1
2/10/2024,Reclamacion de Envio,Empresa,Chat en Linea,EMP0009,Sucursal B,Pendiente,Muy Satisfecho,8,128,2,6,13,73.74,2
27/3/2024,Consulta de Facturacion,Mayorista,Chat en Linea,EMP0018,Sucursal A,Abierto,Muy Satisfecho,7,135,3,9,11,86.18,0
6/5/2024,Informacion de Promociones,Distribuidor,Telefono,EMP0003,Oficina en Linea,Cerrado,Insatisfecho,9,61,4,1,5,80.09,2
24/6/2024,Consulta de Facturacion,Individual,Redes Sociales,EMP0014,Oficina en Linea,Cerrado,Muy Insatisfecho,5,101,4,9,4,92.82,1
14/11/2024,Solicitud de Devolucion,Mayorista,Telefono,EMP0003,Sucursal A,Abierto,Muy Insatisfecho,11,116,3,10,13,79.10,2
7/3/2024,Problema de Producto,Mayorista,Formulario Web,EMP0011,Sucursal B,Pendiente,Satisfecho,14,37,4,10,7,92.00,0
5/4/2024,Solicitud de Devolucion,Empresa,Correo Electronico,EMP0001,Sucursal A,Abierto,Muy Satisfecho,14,78,0,0,10,86.36,1
17/11/2024,Informacion de Promociones,Individual,Chat en Linea,EMP0008,Sucursal A,Pendiente,Muy Insatisfecho,20,93,4,8,4,67.92,0
28/11/2024,Consulta de Facturacion,Distribuidor,Correo Electronico,EMP0016,Oficina Principal,Pendiente,Muy Insatisfecho,17,112,4,7,5,68.63,0
28/3/2024,Consulta de Facturacion,Distribuidor,Correo Electronico,EMP0008,Oficina Principal,Cerrado,Insatisfecho,1,34,4,3,1,95.57,1
7/1/2024,Soporte Tecnico,Distribuidor,Telefono,EMP0008,Sucursal A,En Progreso,Neutral,2,127,1,6,7,53.56,1
6/2/2024,Problema de Producto,Empresa,Correo Electronico,EMP0011,Sucursal A,Abierto,Muy Insatisfecho,14,12,0,3,15,76.26,2
22/10/2024,Problema de Producto,Individual,Chat en Linea,EMP0020,Oficina en Linea,Cerrado,Neutral,2,66,0,5,11,41.05,1
25/10/2024,Soporte Tecnico,Mayorista,Redes Sociales,EMP0006,Oficina Principal,Cerrado,Muy Insatisfecho,17,25,3,9,2,73.41,1
30/9/2024,Reclamacion de Envio,Mayorista,Formulario Web,EMP0010,Oficina Principal,Cerrado,Insatisfecho,9,31,4,7,3,50.48,0
3/6/2024,Solicitud de Devolucion,Mayorista,Telefono,EMP0001,Oficina Principal,Cerrado,Muy Insatisfecho,12,61,4,4,12,79.75,0
14/2/2024,Solicitud de Devolucion,Mayorista,Formulario Web,EMP0013,Sucursal B,Pendiente,Satisfecho,14,103,1,8,13,53.45,0
4/4/2024,Consulta de Facturacion,Distribuidor,Redes Sociales,EMP0003,Sucursal B,Pendiente,Insatisfecho,3,129,0,4,6,67.92,1
26/6/2024,Problema de Producto,Empresa,Redes Sociales,EMP0001,Oficina Principal,Pendiente,Satisfecho,15,124,1,0,6,73.54,2
6/10/2024,Reclamacion de Envio,Mayorista,Formulario Web,EMP0002,Sucursal A,En Progreso,Muy Satisfecho,11,2,4,4,14,87.72,1
23/2/2024,Problema de Producto,Mayorista,Correo Electronico,EMP0012,Sucursal B,Pendiente,Neutral,8,14,4,3,13,52.88,2
7/11/2024,Informacion de Promociones,Empresa,Formulario Web,EMP0009,Sucursal A,Pendiente,Muy Satisfecho,12,114,1,10,2,69.66,0
21/1/2024,Soporte Tecnico,Empresa,Correo Electronico,EMP0003,Oficina Principal,En Progreso,Muy Satisfecho,4,2,0,10,1,65.85,1
7/7/2024,Informacion de Promociones,Distribuidor,Redes Sociales,EMP0008,Sucursal A,Pendiente,Muy Insatisfecho,6,127,1,3,1,93.45,1
14/12/2024,Reclamacion de Envio,Individual,Chat en Linea,EMP0013,Sucursal B,En Progreso,Neutral,4,81,2,8,9,90.95,1
21/10/2024,Soporte Tecnico,Individual,Chat en Linea,EMP0011,Sucursal B,En Progreso,Neutral,11,103,1,2,7,93.90,1
23/8/2024,Solicitud de Devolucion,Distribuidor,Formulario Web,EMP0004,Sucursal B,Abierto,Neutral,15,100,4,8,15,80.41,2
23/7/2024,Problema de Producto,Distribuidor,Telefono,EMP0004,Sucursal A,En Progreso,Muy Satisfecho,3,109,3,2,2,95.06,0
29/12/2024,Consulta de Garantia,Mayorista,Formulario Web,EMP0003,Sucursal A,Cerrado,Neutral,7,83,1,5,11,84.50,2
22/8/2024,Informacion de Promociones,Empresa,Correo Electronico,EMP0005,Sucursal B,Pendiente,Muy Satisfecho,18,113,4,5,6,68.37,2
12/5/2024,Consulta de Facturacion,Empresa,Formulario Web,EMP0012,Sucursal A,Pendiente,Muy Satisfecho,9,63,1,5,4,60.01,2
12/4/2024,Consulta de Facturacion,Mayorista,Formulario Web,EMP0018,Oficina en Linea,Cerrado,Satisfecho,12,41,0,1,11,94.95,1
14/4/2024,Consulta de Garantia,Distribuidor,Formulario Web,EMP0020,Sucursal B,Pendiente,Muy Satisfecho,14,83,0,5,11,66.60,1
31/12/2024,Soporte Tecnico,Mayorista,Telefono,EMP0005,Sucursal B,Cerrado,Muy Insatisfecho,10,43,2,10,1,79.99,1
28/3/2024,Consulta de Garantia,Empresa,Telefono,EMP0003,Oficina Principal,Cerrado,Muy Insatisfecho,3,31,4,1,2,81.70,2
28/2/2024,Problema de Producto,Empresa,Formulario Web,EMP0020,Sucursal A,Cerrado,Muy Satisfecho,10,75,1,6,9,75.08,0
23/7/2024,Consulta de Facturacion,Individual,Correo Electronico,EMP0018,Oficina en Linea,En Progreso,Neutral,19,14,4,4,8,71.25,2
19/7/2024,Informacion de Promociones,Empresa,Redes Sociales,EMP0014,Oficina Principal,En Progreso,Insatisfecho,6,31,0,3,4,47.78,0
10/8/2024,Problema de Producto,Empresa,Formulario Web,EMP0005,Oficina Principal,Pendiente,Muy Insatisfecho,16,93,4,0,12,49.91,0
9/12/2024,Informacion de Promociones,Individual,Telefono,EMP0007,Oficina en Linea,Cerrado,Insatisfecho,9,100,0,0,6,47.54,2
25/10/2024,Consulta de Facturacion,Individual,Telefono,EMP0005,Sucursal A,En Progreso,Muy Insatisfecho,12,26,3,4,6,88.78,1
12/8/2024,Informacion de Promociones,Distribuidor,Formulario Web,EMP0014,Oficina en Linea,Pendiente,Muy Satisfecho,19,72,2,0,5,45.93,2
23/2/2024,Solicitud de Devolucion,Individual,Correo Electronico,EMP0002,Sucursal B,Pendiente,Insatisfecho,4,120,3,7,7,69.00,2
26/3/2024,Informacion de Promociones,Empresa,Correo Electronico,EMP0001,Sucursal B,Pendiente,Satisfecho,9,66,4,5,9,64.16,2
2/11/2024,Consulta de Garantia,Empresa,Redes Sociales,EMP0006,Oficina en Linea,Pendiente,Satisfecho,17,50,3,6,4,91.63,0
21/6/2024,Consulta de Facturacion,Individual,Telefono,EMP0017,Sucursal A,Abierto,Muy Satisfecho,6,74,0,8,6,54.59,1
28/12/2024,Consulta de Garantia,Mayorista,Formulario Web,EMP0014,Sucursal A,En Progreso,Satisfecho,20,117,3,10,14,93.34,2
14/2/2024,Consulta de Facturacion,Empresa,Redes Sociales,EMP0015,Sucursal B,Pendiente,Neutral,7,32,2,1,10,79.89,0
18/11/2024,Reclamacion de Envio,Empresa,Chat en Linea,EMP0003,Oficina en Linea,Pendiente,Satisfecho,5,52,2,6,3,43.87,1
23/5/2024,Reclamacion de Envio,Empresa,Formulario Web,EMP0020,Sucursal A,Pendiente,Muy Insatisfecho,9,125,4,7,11,60.07,0
18/3/2024,Consulta de Garantia,Individual,Correo Electronico,EMP0006,Sucursal B,Cerrado,Neutral,14,53,2,0,4,93.44,2
3/2/2024,Consulta de Garantia,Empresa,Correo Electronico,EMP0019,Sucursal A,Abierto,Muy Insatisfecho,4,22,4,8,0,46.89,0
5/9/2024,Solicitud de Devolucion,Individual,Telefono,EMP0016,Sucursal B,Cerrado,Insatisfecho,5,94,0,10,8,47.64,0
6/3/2024,Solicitud de Devolucion,Mayorista,Chat en Linea,EMP0010,Oficina en Linea,En Progreso,Neutral,13,124,0,9,1,68.80,2
15/4/2024,Consulta de Garantia,Distribuidor,Telefono,EMP0011,Oficina en Linea,Abierto,Neutral,2,47,3,7,4,85.45,1
3/6/2024,Reclamacion de Envio,Distribuidor,Correo Electronico,EMP0018,Oficina en Linea,Cerrado,Satisfecho,20,23,0,9,15,92.83,2
2/2/2024,Solicitud de Devolucion,Distribuidor,Telefono,EMP0014,Oficina Principal,Pendiente,Insatisfecho,8,92,1,6,7,68.89,2
27/7/2024,Solicitud de Devolucion,Distribuidor,Formulario Web,EMP0009,Oficina Principal,Pendiente,Muy Satisfecho,5,72,0,7,12,85.05,2
3/11/2024,Reclamacion de Envio,Individual,Redes Sociales,EMP0019,Sucursal B,Pendiente,Satisfecho,4,13,2,9,5,88.69,2
13/7/2024,Problema de Producto,Mayorista,Formulario Web,EMP0003,Oficina Principal,Abierto,Muy Satisfecho,20,73,3,1,3,96.89,2
28/12/2024,Solicitud de Devolucion,Mayorista,Redes Sociales,EMP0008,Oficina Principal,Abierto,Muy Satisfecho,2,57,4,2,3,56.29,0
7/8/2024,Informacion de Promociones,Distribuidor,Redes Sociales,EMP0010,Oficina en Linea,Pendiente,Neutral,13,84,4,8,8,87.04,1
12/6/2024,Reclamacion de Envio,Distribuidor,Correo Electronico,EMP0002,Oficina en Linea,Cerrado,Neutral,14,70,3,1,5,88.88,0
24/8/2024,Problema de Producto,Distribuidor,Formulario Web,EMP0016,Sucursal B,Abierto,Muy Insatisfecho,2,28,0,2,12,65.40,0
24/9/2024,Consulta de Facturacion,Mayorista,Formulario Web,EMP0017,Sucursal B,Abierto,Insatisfecho,4,39,2,5,4,82.17,2
17/9/2024,Solicitud de Devolucion,Distribuidor,Telefono,EMP0012,Sucursal B,Abierto,Insatisfecho,5,9,3,9,9,70.93,1
28/1/2024,Reclamacion de Envio,Mayorista,Telefono,EMP0016,Sucursal B,Abierto,Muy Insatisfecho,18,59,0,3,13,75.56,1
28/9/2024,Consulta de Garantia,Mayorista,Correo Electronico,EMP0001,Sucursal A,En Progreso,Insatisfecho,8,95,3,8,14,82.81,1
23/2/2024,Reclamacion de Envio,Individual,Formulario Web,EMP0006,Oficina Principal,Pendiente,Muy Insatisfecho,1,96,1,9,9,96.92,1
1/4/2024,Informacion de Promociones,Distribuidor,Correo Electronico,EMP0006,Sucursal B,Abierto,Muy Satisfecho,10,106,0,7,13,63.83,0
5/11/2024,Reclamacion de Envio,Individual,Redes Sociales,EMP0003,Sucursal B,En Progreso,Neutral,15,126,0,1,4,74.31,2
3/7/2024,Consulta de Garantia,Distribuidor,Redes Sociales,EMP0016,Sucursal B,Pendiente,Muy Satisfecho,14,115,0,2,7,81.60,1
23/12/2024,Informacion de Promociones,Empresa,Formulario Web,EMP0006,Oficina en Linea,En Progreso,Satisfecho,12,68,2,1,1,91.94,0
28/4/2024,Solicitud de Devolucion,Distribuidor,Correo Electronico,EMP0011,Oficina Principal,Cerrado,Neutral,1,43,1,0,15,84.41,0
23/10/2024,Solicitud de Devolucion,Mayorista,Correo Electronico,EMP0011,Oficina Principal,Pendiente,Muy Insatisfecho,16,80,2,0,5,53.56,2
3/8/2024,Problema de Producto,Empresa,Redes Sociales,EMP0019,Sucursal B,Cerrado,Insatisfecho,20,119,2,3,11,94.05,2
8/6/2024,Informacion de Promociones,Distribuidor,Formulario Web,EMP0015,Sucursal A,Pendiente,Neutral,19,57,2,1,8,89.55,2
29/11/2024,Reclamacion de Envio,Mayorista,Correo Electronico,EMP0013,Sucursal B,En Progreso,Satisfecho,3,125,2,7,6,79.57,1
5/6/2024,Problema de Producto,Individual,Chat en Linea,EMP0005,Sucursal A,Abierto,Neutral,19,110,2,6,7,93.33,0
23/11/2024,Consulta de Garantia,Mayorista,Redes Sociales,EMP0014,Sucursal A,Pendiente,Muy Satisfecho,16,24,2,8,3,58.94,2
28/7/2024,Problema de Producto,Distribuidor,Formulario Web,EMP0018,Oficina en Linea,Pendiente,Muy Insatisfecho,20,71,0,10,3,57.32,2
19/8/2024,Consulta de Facturacion,Distribuidor,Formulario Web,EMP0018,Sucursal A,Pendiente,Muy Satisfecho,16,37,2,1,0,75.67,2
8/2/2024,Reclamacion de Envio,Empresa,Redes Sociales,EMP0005,Sucursal B,En Progreso,Neutral,1,31,1,0,3,94.63,0
18/8/2024,Problema de Producto,Mayorista,Telefono,EMP0001,Oficina en Linea,Pendiente,Muy Insatisfecho,6,28,0,3,12,64.52,1
31/12/2024,Soporte Tecnico,Individual,Redes Sociales,EMP0007,Oficina en Linea,Abierto,Insatisfecho,1,35,3,6,3,90.91,2
23/11/2024,Soporte Tecnico,Distribuidor,Formulario Web,EMP0012,Oficina en Linea,Abierto,Neutral,1,118,0,2,9,74.60,0
3/8/2024,Reclamacion de Envio,Mayorista,Chat en Linea,EMP0009,Oficina en Linea,En Progreso,Insatisfecho,14,87,2,8,3,69.22,0
31/12/2024,Solicitud de Devolucion,Empresa,Redes Sociales,EMP0002,Sucursal A,Cerrado,Muy Insatisfecho,2,10,1,8,15,66.66,2
27/12/2024,Problema de Producto,Mayorista,Telefono,EMP0013,Sucursal A,Abierto,Insatisfecho,19,40,0,9,4,58.36,0
8/5/2024,Soporte Tecnico,Empresa,Correo Electronico,EMP0014,Oficina en Linea,En Progreso,Insatisfecho,2,58,3,9,1,63.74,1
8/6/2024,Problema de Producto,Empresa,Redes Sociales,EMP0006,Sucursal B,En Progreso,Muy Insatisfecho,3,34,2,4,8,93.38,2
26/3/2024,Solicitud de Devolucion,Distribuidor,Telefono,EMP0019,Oficina Principal,Pendiente,Insatisfecho,7,122,4,9,3,58.94,1
22/4/2024,Soporte Tecnico,Individual,Redes Sociales,EMP0002,Oficina en Linea,Pendiente,Insatisfecho,11,83,1,5,0,54.09,1
18/12/2024,Problema de Producto,Distribuidor,Telefono,EMP0006,Sucursal A,Cerrado,Muy Satisfecho,5,100,0,0,15,76.30,0
2/3/2024,Consulta de Garantia,Empresa,Redes Sociales,EMP0012,Sucursal A,Pendiente,Insatisfecho,8,46,1,5,5,80.73,2
19/1/2024,Consulta de Garantia,Distribuidor,Chat en Linea,EMP0014,Sucursal B,Pendiente,Neutral,3,70,0,8,4,53.26,1
22/12/2024,Soporte Tecnico,Mayorista,Chat en Linea,EMP0008,Oficina en Linea,En Progreso,Insatisfecho,1,65,2,7,7,79.07,1
22/1/2024,Consulta de Facturacion,Mayorista,Telefono,EMP0016,Oficina en Linea,En Progreso,Insatisfecho,20,103,1,8,5,91.53,2
10/1/2024,Reclamacion de Envio,Distribuidor,Redes Sociales,EMP0011,Sucursal A,En Progreso,Satisfecho,15,88,1,8,14,99.33,1
12/7/2024,Reclamacion de Envio,Distribuidor,Formulario Web,EMP0017,Oficina en Linea,Cerrado,Muy Insatisfecho,13,67,1,6,1,69.30,1
